GOid	Genes
GO:0019724	['CD27', 'EXO1', 'IL2RB', 'IL4R']
GO:0070229	['CD27', 'DOCK8', 'RAG1']
GO:0002831	['CD300E', 'CLNK', 'CYBA', 'DDX60', 'EIF2AK4', 'ERAP1', 'FBXO38', 'IFIH1', 'IFNK', 'IL12RB1', 'IL27', 'LACC1', 'LILRA4', 'LRCH4', 'LTF', 'MAVS', 'NCR1', 'NCR3', 'NOD1', 'PARP1', 'PARP14', 'PML', 'PRKDC', 'PTPN22', 'SMPDL3B', 'SPINK5', 'STAT1', 'TLR6', 'TRAF3IP2', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'TTLL12', 'ZC3HAV1', 'ZDHHC4']
GO:0002578	['CD68', 'HFE']
GO:0002577	['CD68', 'HFE', 'NOD1']
GO:0071404	['CD68', 'TLR6']
GO:0002604	['CD68', 'NOD1']
GO:0019693	['CDA', 'GMPR2', 'HKDC1', 'PARP1', 'PDE4A', 'PDE5A', 'VCP', 'XPO4']
GO:0009173	['CDA']
GO:0008655	['CDA']
GO:0006221	['CDA']
GO:0072528	['CDA']
GO:0009259	['CDA', 'GMPR2', 'HKDC1', 'PARP1', 'PDE4A', 'PDE5A', 'VCP', 'XPO4']
GO:0043094	['CDA', 'PARP10']
GO:0009130	['CDA']
GO:0009260	['CDA']
GO:0006222	['CDA']
GO:0009220	['CDA']
GO:0009129	['CDA']
GO:0006206	['CDA']
GO:0009124	['CDA']
GO:0072527	['CDA']
GO:0009117	['CDA', 'GMPR2', 'HKDC1', 'PARP1', 'PARP10', 'PDE4A', 'PDE5A', 'VCP', 'XPO4']
GO:0009174	['CDA']
GO:0046049	['CDA']
GO:0046390	['CDA']
GO:0006220	['CDA']
GO:0009218	['CDA']
GO:0009123	['CDA', 'GMPR2']
GO:0043173	['CDA', 'PARP10']
GO:0009156	['CDA']
GO:0032262	['CDA']
GO:0009165	['CDA', 'PARP10']
GO:0010138	['CDA']
GO:0009112	['CDA', 'GMPR2']
GO:1905874	['CDH2']
GO:0045216	['CDH2', 'DLG5', 'HDAC7', 'MPP7', 'NPHS1']
GO:0002065	['CDH2', 'DLG5', 'ENAM']
GO:0035994	['CDH2']
GO:0048864	['CDH2']
GO:0098727	['CDH2', 'MCPH1', 'PADI4', 'PELO', 'REST', 'TET1', 'YME1L1']
GO:0098609	['CDH2', 'EZR', 'FAT1', 'GP6', 'ITGB3', 'NCAM2', 'NEXN', 'PCDHB7', 'SDK1', 'SELE', 'SELP', 'TUBB1']
GO:0098742	['CDH2', 'FAT1', 'NEXN', 'PCDHB7', 'SDK1', 'SELE', 'SELP']
GO:0097479	['CDH2', 'HTT', 'SNCA']
GO:0034329	['CDH2', 'DLG5', 'FARP1', 'HDAC7', 'ITGB3', 'MPP7', 'NPHS1', 'SDK1', 'VSIG10']
GO:1905475	['CDH2', 'EZR', 'FARP1', 'MMP14', 'WNK1']
GO:0019827	['CDH2', 'MCPH1', 'REST', 'YME1L1']
GO:0001667	['CDH2', 'OVOL2', 'PML', 'SEMA6A']
GO:2000807	['CDH2']
GO:0002064	['CDH2', 'EXPH5', 'EZR', 'NPHS1', 'NUP210L']
GO:0043113	['CDH2', 'MUSK']
GO:0030203	['CEMIP2', 'HYAL3', 'STAB2']
GO:0006027	['CEMIP2', 'HYAL3', 'STAB2']
GO:0030212	['CEMIP2', 'HYAL3', 'STAB2']
GO:0006026	['CEMIP2', 'HYAL3', 'STAB2']
GO:0033048	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:1905819	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:1905818	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0051983	['CENPF', 'HASPIN', 'IHO1', 'NDC80', 'NUF2']
GO:2000816	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0048634	['CENPF']
GO:2001251	['CENPF', 'HASPIN', 'NDC80', 'NUF2', 'PARP1', 'PML', 'RTEL1', 'SMG6', 'STN1']
GO:0031577	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0071173	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0071174	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0051383	['CENPF']
GO:1902099	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0045841	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0051783	['CENPF', 'HASPIN', 'MKI67', 'NDC80', 'NUF2', 'PDE3A', 'PHIP', 'PKMYT1', 'SPHK1']
GO:0033046	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0033047	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0030071	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0050000	['CENPF', 'CENPQ', 'EML4', 'MLH1', 'NDC80']
GO:0033045	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0051985	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0140694	['CENPF', 'DHX37', 'DOCK5', 'EZR', 'KIAA0753', 'KLHL41', 'MEF2A', 'MYBL2', 'MYLK3', 'NDC80', 'PRRC2C', 'RNF213', 'TUBB1']
GO:0061061	['CENPF', 'ID3', 'MEF2A', 'MYOM2', 'NPHS1', 'TEAD4']
GO:1902100	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0051784	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0010965	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:1901861	['CENPF']
GO:0007088	['CENPF', 'HASPIN', 'NDC80', 'NUF2', 'PHIP', 'SPHK1']
GO:0045839	['CENPF', 'HASPIN', 'NDC80', 'NUF2']
GO:0007049	['CENPF', 'EML4', 'EXO1', 'HASPIN', 'IHO1', 'MCPH1', 'MLH1', 'MYBL2', 'NDC80', 'PBK', 'PKMYT1', 'RPA1', 'SETDB2', 'TUBB1']
GO:1905340	['CENPQ']
GO:0033108	['CEP89', 'COA1', 'DMAC2', 'FASTKD3', 'NDUFAF1', 'TMEM70']
GO:0017004	['CEP89', 'COA1', 'FASTKD3']
GO:0008535	['CEP89', 'COA1', 'FASTKD3']
GO:0046337	['CEPT1']
GO:0046470	['CEPT1', 'TMEM86B']
GO:0006644	['CEPT1', 'CWH43', 'DGKH', 'IDI2', 'MTMR6', 'PLBD1', 'PLCB3', 'SMPDL3B', 'TMEM86B']
GO:0008654	['CEPT1', 'CWH43', 'DGKH', 'IDI2', 'MTMR6']
GO:0045017	['CEPT1', 'CWH43', 'DGKH', 'MTMR6']
GO:0006650	['CEPT1', 'CWH43', 'DGKH', 'MTMR6', 'PLCB3', 'TMEM86B']
GO:0006656	['CEPT1']
GO:0046474	['CEPT1', 'CWH43', 'DGKH', 'MTMR6']
GO:0030183	['CFB', 'PRKDC', 'TRAF3IP2']
GO:0002327	['CFB', 'TRAF3IP2']
GO:0051702	['CFHR5', 'LTF']
GO:0031640	['CFHR5', 'LTF']
GO:0051873	['CFHR5', 'LTF']
GO:0044403	['CFHR5', 'ITGB3', 'LTF', 'NUP153', 'SCARB1', 'SIGLEC1', 'TRIM25']
GO:0034728	['CHAF1A', 'H1-2', 'H1-6', 'NAP1L4', 'PADI4']
GO:0006338	['CHAF1A', 'CTCFL', 'EHMT2', 'H1-2', 'H1-6', 'HDAC7', 'LBR', 'MYC', 'NAP1L4', 'PADI2', 'PADI4', 'PARP1', 'PRKDC', 'SMARCAD1', 'TASOR2', 'TET1', 'TET2', 'ZNF335']
GO:0010453	['CHD3', 'CHD4', 'IL12RB1']
GO:0000725	['CHD4', 'FAN1', 'PARP1', 'PRKDC', 'RFWD3', 'RPA1', 'SLF1']
GO:0006302	['CHD4', 'FAN1', 'MLH1', 'PARP1', 'PRKDC', 'RFWD3', 'RPA1', 'SLF1', 'XRCC4']
GO:0015669	['CHD4']
GO:0099172	['CHD4']
GO:0090092	['CHRD', 'GLCE', 'HFE', 'ITGA8', 'OVOL2', 'PARP1', 'PELO', 'TET1', 'TMPRSS6']
GO:0009953	['CHRD']
GO:0141091	['CHRD', 'HFE', 'ITGA8', 'LTBP3', 'PARP1', 'PML', 'TMPRSS6']
GO:0010464	['CHRD', 'MYC', 'STAT1']
GO:0090288	['CHRD', 'HHEX', 'SEMA6A', 'TMPRSS6']
GO:0007178	['CHRD', 'HFE', 'ITGA8', 'LTBP3', 'PARP1', 'PML', 'TMPRSS6']
GO:0090101	['CHRD', 'OVOL2', 'TET1', 'TMPRSS6']
GO:0045667	['CHRD', 'HDAC7', 'ID3', 'LTF', 'ZHX3']
GO:0030510	['CHRD', 'PELO', 'TMPRSS6']
GO:0008361	['CLCN6', 'SLC12A7', 'WNK1']
GO:0032940	['CLNK', 'EXOC3L4', 'GHRHR', 'MICAL3', 'SLC16A10', 'SNCA', 'STX1B', 'SYTL1']
GO:0043299	['CLNK']
GO:0032418	['CLNK']
GO:0002833	['CLNK', 'CYBA', 'DDX60', 'FBXO38', 'IFIH1', 'IFNK', 'LACC1', 'LRCH4', 'LTF', 'MAVS', 'NCR3', 'NOD1', 'PRKDC', 'PTPN22', 'TLR6', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'ZC3HAV1', 'ZDHHC4']
GO:0002715	['CLNK', 'NCR1', 'NCR3']
GO:1990849	['CLNK']
GO:0045088	['CLNK', 'CYBA', 'DDX60', 'IFIH1', 'IFNK', 'LACC1', 'LILRA4', 'LRCH4', 'LTF', 'MAVS', 'NCR1', 'NCR3', 'NOD1', 'PARP1', 'PARP14', 'PRKDC', 'PTPN22', 'SMPDL3B', 'TLR6', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'TTLL12', 'ZC3HAV1', 'ZDHHC4']
GO:0006887	['CLNK', 'SNCA', 'STX1B']
GO:0045089	['CLNK', 'CYBA', 'DDX60', 'IFIH1', 'LACC1', 'LRCH4', 'LTF', 'MAVS', 'NCR3', 'NOD1', 'PRKDC', 'PTPN22', 'TLR6', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'ZC3HAV1', 'ZDHHC4']
GO:0032814	['CLNK', 'FLT3LG', 'PTPN22']
GO:0002717	['CLNK', 'NCR3']
GO:0002727	['CLNK']
GO:0002720	['CLNK', 'MAVS', 'NOD1', 'PANX1']
GO:0045055	['CLNK', 'SNCA', 'STX1B']
GO:0010608	['CNOT2', 'CPEB4', 'DCAF12', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELOB', 'FAM76B', 'FASTKD3', 'GEMIN5', 'HHEX', 'NIBAN1', 'PASK', 'PELO', 'PML', 'PPP1R15A', 'PRKDC', 'TRAF3IP2', 'TRAP1']
GO:0010603	['CNOT2']
GO:0141188	['CNOT2', 'DIS3L', 'ELOB', 'MLH1', 'NME8', 'PELO', 'SLFN12', 'SLFN14', 'SMG6']
GO:0034655	['CNOT2', 'DIS3L', 'ELOB', 'HKDC1', 'MAPDA', 'MLH1', 'NME8', 'PDE4A', 'PDE5A', 'PELO', 'SLFN12', 'SLFN14', 'SMG6', 'VCP', 'XPO4']
GO:1902117	['CNOT2', 'HTT', 'IFT88']
GO:0033144	['CNOT2']
GO:0000956	['CNOT2', 'MLH1', 'PELO', 'SMG6']
GO:0033146	['CNOT2', 'PARP1']
GO:0033143	['CNOT2', 'DNAAF4', 'PARP1']
GO:0006402	['CNOT2', 'MLH1', 'PELO', 'SMG6']
GO:0006401	['CNOT2', 'DIS3L', 'ELOB', 'MLH1', 'PELO', 'SLFN12', 'SLFN14', 'SMG6']
GO:0060840	['CNTRL']
GO:0003279	['CNTRL']
GO:0001568	['CNTRL', 'OVOL2', 'TEK']
GO:0010257	['COA1', 'DMAC2', 'NDUFAF1', 'TMEM70']
GO:0006891	['COG7']
GO:0003433	['COL27A1']
GO:0002063	['COL27A1']
GO:0043200	['COL4A1', 'CPEB4', 'CYBA', 'FUT1', 'SESN1']
GO:0038065	['COL4A1', 'GP6']
GO:0001101	['COL4A1', 'CPEB4', 'CYBA', 'FUT1', 'MTHFR', 'SESN1']
GO:0071229	['COL4A1', 'CPEB4', 'CYBA', 'SESN1']
GO:0060562	['COL4A1', 'OVOL2', 'SETDB2']
GO:0048754	['COL4A1', 'DLG5', 'MYC', 'PML']
GO:0061299	['COL4A1']
GO:0048514	['COL4A1']
GO:0070646	['COPS3']
GO:1903320	['COPS3', 'DERL1', 'KLHL40', 'PARP10', 'PTPN22', 'SH3RF2', 'SPHK1', 'TSPO', 'VCP', 'WNK1']
GO:1901873	['COPS3', 'DERL1', 'KLHL40', 'PARP10', 'PTPN22', 'SH3RF2', 'SPHK1', 'TSPO', 'VCP', 'WNK1']
GO:1901663	['COQ6']
GO:0006743	['COQ6']
GO:1901661	['COQ6']
GO:0042181	['COQ6']
GO:1990806	['CPEB4']
GO:0009267	['CPEB4', 'EIF2AK2', 'EIF2AK4', 'SESN1', 'SZT2', 'TBL2']
GO:0007215	['CPEB4', 'TRPM1']
GO:2000765	['CPEB4', 'HHEX']
GO:0017148	['CPEB4', 'EIF2AK1', 'EIF2AK4', 'HHEX', 'PML']
GO:0042594	['CPEB4', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'HFE', 'MYH13', 'SESN1', 'SZT2', 'TBL2', 'YME1L1']
GO:0006417	['CPEB4', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'FASTKD3', 'HHEX', 'NIBAN1', 'PASK', 'PML', 'PPP1R15A', 'PRKDC', 'TRAP1']
GO:0040029	['CTCFL', 'EHMT2', 'H1-2', 'LBR', 'MYC', 'PADI2', 'SMARCAD1', 'TASOR2', 'TET1', 'TET2']
GO:0043045	['CTCFL']
GO:0070199	['CTCFL']
GO:0141137	['CTCFL', 'PADI2', 'TET1', 'TET2']
GO:0072594	['CTCFL', 'CWH43', 'FBXO7', 'GCKR', 'NUP153', 'PML', 'TRAF3IP2', 'TSPO', 'VPS13C', 'VPS8']
GO:1903432	['CUL1', 'SESN1', 'SZT2']
GO:0031929	['CUL1']
GO:0043161	['CUL1', 'DCAF12', 'DMAC2', 'FBXO38', 'NCOA3']
GO:0009896	['CUL1', 'DCAF12', 'EIF2AK1', 'ELOB', 'EZR', 'FBXO7', 'FUT1', 'GIT1', 'HTT', 'KLHL40', 'NOD1', 'SESN1', 'SH3RF2', 'SNCA', 'TF', 'VCP', 'ZC3HAV1']
GO:1904035	['CUL1', 'PLA2R1']
GO:0000209	['CUL1', 'FBXO38', 'FBXO7', 'RNF213', 'SHARPIN', 'TRAF3IP2', 'TRIM25']
GO:0044843	['CUL1', 'MYC']
GO:0009615	['CUL1', 'DDX60', 'DDX60L', 'EIF2AK2', 'EIF2AK4', 'IFI44L', 'IFIH1', 'IFNK', 'MAVS', 'PML', 'POLR3E', 'STAT1', 'TRIM25', 'TRIM41', 'ZC3HAV1']
GO:0032007	['CUL1', 'SESN1', 'SZT2']
GO:0051607	['CUL1', 'EIF2AK2', 'IFIH1', 'MAVS', 'PML', 'TRIM25']
GO:0032006	['CUL1', 'SESN1', 'SZT2']
GO:0051170	['CWH43', 'GCKR', 'NUP153', 'PML', 'TRAF3IP2']
GO:0034504	['CWH43', 'GCKR', 'HEATR1', 'NUP153', 'PML', 'TRAF3IP2']
GO:1903317	['CWH43', 'KLKB1', 'MMP14']
GO:0046488	['CWH43', 'MTMR6']
GO:1903509	['CWH43', 'FUT1', 'FUT2', 'ST3GAL4']
GO:0006913	['CWH43', 'GCKR', 'NUP153', 'PML', 'SMG6', 'TRAF3IP2', 'XPO4']
GO:0006661	['CWH43']
GO:0006505	['CWH43']
GO:0006664	['CWH43', 'FUT1', 'FUT2', 'ST3GAL4']
GO:0050905	['CWH43', 'REST']
GO:0042886	['CWH43', 'GHRHR', 'SLC16A10', 'SLC25A32', 'SLC5A6']
GO:0009247	['CWH43', 'FUT1', 'FUT2']
GO:0007626	['CWH43', 'DMRT3', 'MC3R', 'OPRD1', 'SNCA']
GO:0006605	['CWH43', 'FBXO7', 'NACAD', 'TSPO', 'VPS13C', 'VPS8', 'ZDHHC4', 'ZDHHC6']
GO:0046822	['CWH43', 'FAM76B', 'HHEX', 'MAVS', 'NUP153', 'WNK1', 'XPO4']
GO:0051169	['CWH43', 'GCKR', 'NUP153', 'PML', 'SMG6', 'TRAF3IP2', 'XPO4']
GO:0015833	['CWH43', 'GHRHR', 'SLC16A10']
GO:0033157	['CWH43', 'FAM76B', 'MAVS', 'PCNT', 'XPO4']
GO:0003351	['CWH43', 'DNAH11']
GO:0099111	['CWH43', 'DNAAF4', 'DNAH1', 'DNAH11', 'DNAH5', 'HTT', 'IFT140', 'IFT88', 'SPAG17', 'STK36']
GO:0006858	['CWH43', 'DNAAF4', 'DNAH1', 'DNAH11', 'DNAH5', 'SPAG17', 'STK36']
GO:0006886	['CWH43', 'DERL1', 'GCKR', 'NUP153', 'PML', 'SPAG17', 'TRAF3IP2', 'VCP', 'VPS13C', 'VPS8', 'XPO4']
GO:0051385	['CYBA', 'PARP1']
GO:0003073	['CYBA']
GO:1903409	['CYBA']
GO:0007589	['CYBA', 'GHRHR', 'TRAF3IP2']
GO:1903426	['CYBA', 'TLR6', 'TRAP1']
GO:0042743	['CYBA']
GO:0003083	['CYBA']
GO:0003044	['CYBA']
GO:0090322	['CYBA']
GO:0050679	['CYBA', 'ITGB3', 'MYC', 'ODAM', 'TEK']
GO:0034135	['CYBA', 'TLR6']
GO:0032941	['CYBA', 'TRAF3IP2']
GO:0001936	['CYBA', 'ITGB3', 'STAT1', 'TEK']
GO:0062208	['CYBA', 'DDX60', 'LRCH4', 'LTF', 'PTPN22', 'ZC3HAV1']
GO:0001990	['CYBA']
GO:0043434	['CYBA', 'DENND4C', 'FAT1', 'FUT1', 'GHRHR', 'ITGB3', 'PARP1', 'PRKDC', 'STAT1', 'TBC1D4', 'VPS13C']
GO:0071375	['CYBA', 'DENND4C', 'FAT1', 'FUT1', 'GHRHR', 'ITGB3', 'PARP1', 'PRKDC', 'STAT1', 'TBC1D4']
GO:0070255	['CYBA']
GO:0003081	['CYBA']
GO:0071230	['CYBA', 'SESN1']
GO:0014805	['CYBA']
GO:0002019	['CYBA']
GO:2000379	['CYBA', 'SNCA', 'TLR6']
GO:1900424	['CYBA', 'SPINK5']
GO:0032928	['CYBA']
GO:0062207	['CYBA', 'DDX60', 'LILRA4', 'LRCH4', 'LTF', 'PARP1', 'PRKDC', 'PTPN22', 'SMPDL3B', 'TLR6', 'ZC3HAV1']
GO:1904844	['CYBA']
GO:0050886	['CYBA']
GO:0002016	['CYBA']
GO:0072593	['CYBA']
GO:0003084	['CYBA']
GO:0034612	['CYBA', 'HYAL3']
GO:0008217	['CYBA', 'PLCB3', 'WNK1']
GO:0045777	['CYBA', 'WNK1']
GO:0050678	['CYBA', 'FUT1', 'FUT2', 'GLI1', 'HLX', 'ITGB3', 'MYC', 'ODAM', 'OVOL2', 'SCN5A', 'STAT1', 'TEK']
GO:1990776	['CYBA', 'FAT1']
GO:0006801	['CYBA']
GO:0051282	['CYBA', 'HTT', 'ITGB3', 'PLCB3', 'RYR3', 'SNCA']
GO:0043039	['DALRD3', 'GATC']
GO:0009451	['DALRD3', 'NOP2', 'THADA']
GO:0030488	['DALRD3', 'THADA']
GO:0006400	['DALRD3', 'THADA']
GO:0032259	['DALRD3', 'EHMT2', 'METTL22', 'NOP2', 'THADA']
GO:0043038	['DALRD3', 'GATC']
GO:0006418	['DALRD3']
GO:0001510	['DALRD3', 'NOP2', 'THADA']
GO:0043414	['DALRD3', 'EHMT2', 'METTL22', 'NOP2', 'THADA']
GO:0008033	['DALRD3', 'THADA', 'TSEN54']
GO:0043488	['DCAF12', 'FAM76B', 'FASTKD3', 'TRAF3IP2']
GO:0061013	['DCAF12', 'FAM76B', 'FASTKD3', 'TRAF3IP2', 'ZC3HAV1']
GO:0043487	['DCAF12', 'FAM76B', 'FASTKD3', 'TRAF3IP2']
GO:0031047	['DCAF12']
GO:0035195	['DCAF12']
GO:0050779	['DCAF12']
GO:0061157	['DCAF12']
GO:1903311	['DCAF12', 'FAM76B', 'FASTKD3', 'HDAC7', 'REST', 'TRAF3IP2', 'ZC3HAV1']
GO:1903313	['DCAF12', 'ZC3HAV1']
GO:0035194	['DCAF12']
GO:0061014	['DCAF12']
GO:0016441	['DCAF12', 'ELOB']
GO:0071826	['DDX28', 'GEMIN5', 'NOP2', 'PRKDC', 'RSRP1', 'SNIP1', 'VCP']
GO:0022618	['DDX28', 'GEMIN5', 'NOP2', 'PRKDC', 'RSRP1', 'SNIP1']
GO:0000027	['DDX28']
GO:0039533	['DDX60']
GO:0039535	['DDX60', 'ZC3HAV1']
GO:0039531	['DDX60', 'LILRA4', 'PARP1', 'PRKDC', 'PTPN22', 'ZC3HAV1']
GO:0006633	['DECR2']
GO:0032868	['DENND4C', 'GHRHR', 'PARP1', 'PRKDC', 'STAT1', 'TBC1D4']
GO:0032527	['DERL1', 'VCP']
GO:0051788	['DERL1', 'VCP']
GO:1901875	['DERL1', 'KLHL40', 'PTPN22', 'SPHK1', 'VCP']
GO:1903513	['DERL1', 'VCP']
GO:0035967	['DERL1', 'VCP']
GO:1903322	['DERL1', 'KLHL40', 'PTPN22', 'SPHK1', 'VCP']
GO:0035966	['DERL1', 'HERPUD2', 'VCP']
GO:0034976	['DERL1', 'EIF2AK2', 'FUT1', 'HERPUD2', 'PML', 'PPP1R15A', 'TBL2', 'TRIM25', 'VCP']
GO:0006986	['DERL1']
GO:0031396	['DERL1', 'KLHL40', 'PARP10', 'PTPN22', 'SH3RF2', 'SPHK1', 'TSPO', 'WNK1']
GO:0046473	['DGKH']
GO:0016310	['DGKH', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EPHB3', 'FGFR4', 'FLT3', 'HASPIN', 'HKDC1', 'MAST2', 'NEK11', 'PASK', 'PRKDC', 'SGK2', 'STK17A', 'STK36', 'TAOK3', 'TNK1', 'TP53RK', 'VRK2', 'WNK1']
GO:1905941	['DHX37']
GO:2000018	['DHX37']
GO:1905939	['DHX37']
GO:0032945	['DLG5', 'SLC4A2']
GO:0051960	['DLG5', 'EPHB3', 'IGDCC4', 'IL34', 'MACF1', 'OPRM1', 'REST', 'SLIT2', 'TSPO', 'ZFYVE27', 'ZNF335']
GO:0007043	['DLG5', 'MPP7', 'NPHS1']
GO:0034332	['DLG5']
GO:0072044	['DLG5']
GO:0034333	['DLG5']
GO:0060998	['DLG5']
GO:0051962	['DLG5', 'EPHB3', 'IL34', 'MACF1', 'OPRM1', 'SLIT2', 'TSPO', 'ZFYVE27', 'ZNF335']
GO:0008589	['DLG5', 'GLI1', 'STK36', 'VCP']
GO:0050672	['DLG5', 'SLC4A2']
GO:0070664	['DLG5', 'SLC4A2']
GO:0035330	['DLG5', 'VCP', 'WWC2']
GO:0150105	['DLG5', 'MPP7']
GO:1901890	['DLG5', 'EPHB3', 'TEK']
GO:0035088	['DLG5', 'FAT1', 'PARD3B']
GO:0061245	['DLG5', 'EZR', 'FAT1', 'PARD3B']
GO:0071709	['DMKN', 'LRCH4']
GO:0001708	['DMRT3', 'EHMT2']
GO:0008344	['DMRT3']
GO:0090659	['DMRT3']
GO:0030534	['DMRT3', 'EHMT2', 'OPRD1', 'OPRM1', 'SDK1', 'SNCA']
GO:0007548	['DMRT3']
GO:0042481	['DMRT3']
GO:0060573	['DMRT3']
GO:2000027	['DMRT3']
GO:0048665	['DMRT3']
GO:0009855	['DNAAF4', 'DNAH11', 'DNAH5', 'IFT140', 'TBC1D32']
GO:0070286	['DNAAF4', 'DNAH1', 'DNAH5']
GO:0009799	['DNAAF4', 'DNAH11', 'DNAH5', 'IFT140', 'TBC1D32']
GO:0007368	['DNAH11']
GO:0061512	['DNAH11']
GO:0006940	['DOCK4', 'DOCK5', 'SPHK1']
GO:0045932	['DOCK4', 'DOCK5']
GO:0045906	['DOCK4', 'DOCK5']
GO:0045986	['DOCK4', 'DOCK5']
GO:1904752	['DOCK4', 'DOCK5', 'FAT1']
GO:0003056	['DOCK4', 'DOCK5']
GO:0010811	['DOCK5', 'FUT1', 'ITGB3', 'TEK']
GO:0048771	['DOCK5', 'LTBP3', 'MITF', 'P3H4']
GO:0010632	['DOCK5']
GO:1900024	['DOCK5', 'ITGB3']
GO:2000114	['DOCK8']
GO:0046651	['DOCK8', 'MYC', 'TNFSF14']
GO:0043087	['DOCK8', 'ODAM', 'RALGAPA2', 'TBC1D2']
GO:0070661	['DOCK8', 'FLT3', 'IL34', 'MYC', 'TNFSF14']
GO:0051345	['DOCK8', 'ODAM', 'RALGAPA2', 'TBC1D2']
GO:1990868	['DOCK8', 'WNK1']
GO:0042098	['DOCK8', 'MYC']
GO:0009988	['DOCK8', 'GIT1', 'TMPRSS12', 'ZAN']
GO:0043085	['DOCK8', 'ETAA1', 'FLT3', 'LTF', 'MST1R', 'ODAM', 'RALGAPA2', 'TAOK3', 'TBC1D2', 'TLR6', 'XRCC4']
GO:0051336	['DOCK8', 'EPHB3', 'FGD4', 'ODAM', 'RALGAPA2', 'RAPGEF6', 'TBC1D2']
GO:0032943	['DOCK8', 'FLT3', 'MYC', 'TNFSF14']
GO:0032878	['DOCK8']
GO:1903903	['DOCK8']
GO:0008037	['DOCK8', 'EPHB3', 'GIT1', 'NCAM2', 'NEXN', 'SCARB1', 'TMPRSS12', 'ZAN']
GO:0009081	['ECHS1']
GO:0060411	['EGLN1', 'SLIT2']
GO:0060415	['EGLN1']
GO:0140250	['EGLN1']
GO:1902071	['EGLN1']
GO:1900037	['EGLN1']
GO:1900038	['EGLN1']
GO:0018205	['EHMT2', 'HDAC7', 'IFIH1', 'P3H4', 'PML', 'SLF1']
GO:0044088	['EHMT2', 'IFT88']
GO:0010507	['EHMT2', 'QSOX1', 'SNCA', 'TSPO', 'UBQLN4', 'VPS13C']
GO:0070192	['EHMT2', 'IHO1', 'MLH1', 'P3H4']
GO:0045814	['EHMT2', 'H1-2', 'LBR', 'MYC', 'SMARCAD1']
GO:0018022	['EHMT2']
GO:0006479	['EHMT2']
GO:1902116	['EHMT2']
GO:0042220	['EHMT2']
GO:0070193	['EHMT2', 'P3H4']
GO:0016241	['EHMT2', 'EIF2AK1', 'FBXO7', 'HTT', 'NOD1', 'QSOX1', 'SESN1', 'TSPO', 'UBQLN4', 'VPS13C']
GO:0008213	['EHMT2', 'METTL22']
GO:0031507	['EHMT2', 'H1-2', 'LBR']
GO:0140719	['EHMT2']
GO:0016242	['EHMT2', 'TSPO', 'UBQLN4', 'VPS13C']
GO:1903046	['EHMT2', 'IHO1', 'MLH1', 'NDC80', 'NUF2', 'P3H4']
GO:2000785	['EHMT2']
GO:0018193	['EHMT2', 'FGFR4', 'FLT3', 'HDAC7', 'IFIH1', 'P3H4', 'PML', 'PRKDC', 'QPCTL', 'SLF1']
GO:0016239	['EIF2AK1', 'FBXO7', 'HTT', 'NOD1']
GO:0006447	['EIF2AK1']
GO:0006468	['EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EPHB3', 'FGFR4', 'FLT3', 'PASK', 'PRKDC', 'TNK1', 'VRK2']
GO:0140962	['EIF2AK1', 'FECH', 'HFE', 'TF', 'TMPRSS6']
GO:0140467	['EIF2AK1', 'EIF2AK4']
GO:0045947	['EIF2AK1', 'EIF2AK4', 'HHEX', 'PML']
GO:0010508	['EIF2AK1', 'FBXO7', 'HTT', 'NOD1', 'SESN1']
GO:1901524	['EIF2AK1', 'FBXO7', 'HTT', 'TSPO', 'VPS13C']
GO:0030099	['EIF2AK1', 'FECH', 'LBR', 'MITF', 'PARP1', 'SLC4A2', 'TF', 'THRA', 'TUBB1']
GO:0002573	['EIF2AK1', 'LBR', 'MITF', 'PARP1', 'SLC4A2', 'TF']
